,0,类型,标题,上架时间,编号,信息卡照片,信息卡号,营业执照,经纪备案,房源图片列表,价格,特色标签列表,户型,面积,朝向,经纪人姓名,经纪人联系方式,最短租期,最长租期,所在楼层,总楼层,车位,用电,入住,看房,电梯,用水,燃气,电视,冰箱,洗衣机,空调,热水器,床,暖气,宽带,衣柜,天然气,地址和交通,小区最新成交,房源描述,房源链接
738,1475,整租,芳群公寓 2室1厅 8500元,2019-03-19,BJ2215792391922139136,https://ke-image.ljcdn.com/ehr-personnel/201902271554332247ZGYZUZ8.png,,,,"[""https://ke-image.ljcdn.com/110000-inspection/204f38d8-1557-45b2-a823-396cd2b10b2f.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/c5ad047a-7b0b-45bb-ac22-353e239510a3.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/6d3c0962-2303-4fb4-b227-2b45d551fd6e.jpg.780x439.jpg""]",8500,"[""近地铁"", ""精装"", ""集中供暖"", ""双卫生间"", ""随时看房""]",2室1厅2卫,124,西南,,,3年以上,3年以上,中楼层,31,暂无数据,民电,随时入住,需提前预约,有,民水,有,0,1,0,1,0,0,1,1,1,1,,,,https://bj.zu.ke.com/zufang/BJ2215792391922139136.html
739,1477,整租,三居室看房方便家具家电齐格局分布合理,2019-03-20,BJ2216356632211243008,https://ke-image.ljcdn.com/ehr-personnel/20180822113120989TQPVOK7W.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/08d24acf-7d5e-4cc6-ac35-6bf58c6dccb7.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/48820614-7faa-40c2-9d79-bb9b306dbcd4.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/14e7028b-2cfa-45a1-aedf-b8d9d1fda20d.jpg.780x439.jpg""]",11000,"[""近地铁"", ""精装"", ""集中供暖""]",3室2厅1卫,91,南 东北,,,360,720,高楼层,28,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,,,"【房源亮点】 随时起租，看房提前预约基本方便，里面的家具家电齐，照片就是本房现状
【交通出行】 小区东门口500米左右是14号线东湖渠地铁站，小区南门是望京西路北口，过小区第二个红绿灯是广顺北大街主干道，十几条公交路线贯穿南北东西。
【周边配套】 小区所在…",https://bj.zu.ke.com/zufang/BJ2216356632211243008.html
740,1479,整租,德胜里西街5号院 2室1厅,2019-04-02,BJ2226127212703662080,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555156886699/05f56d23a603e601ec65ce7347a1ea4a.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555156886699/d316cd8404d5d31bc84e3f3a1d3fc5f2.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555156886699/8453976129db08df989fed475a3094b6.jpg.780x439.jpg""]",7790,"[""公寓"", ""押一付一"", ""随时看房""]",2室1厅1卫,48,南,,,暂无数据,暂无数据,4,5,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,0,1,1,1,1,1,0,1,1,0,,,,https://bj.zu.ke.com/zufang/BJ2226127212703662080.html
741,1481,整租,华业玫瑰郡南向开间 带阳台 精装全齐 诚意出租,2019-03-20,BJ2216415411531431936,https://ke-image.ljcdn.com/ehr-personnel/20180823130228085DDAQV65S.jpg,,,,"[""https://ke-image.ljcdn.com/hdic-frame/9b18e3eb-9030-4586-b438-f5835a7bddea.png.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/3d0fee36-5643-49ba-80c4-185f94728bc8.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/a23f1c4c-b812-446e-a314-bae94a7d6d24.jpg.780x439.jpg""]",6500,"[""近地铁"", ""精装"", ""集中供暖""]",1室0厅1卫,38,南,,,720,1080,高楼层,14,暂无数据,民电,随时入住,暂无数据,有,民水,有,1,1,1,1,1,1,1,1,1,1,,,"【房源亮点】 此房此房为华业玫瑰郡南向开间，家具家电齐全，房子业主二次装修，高楼层，采光充足，空间足够，小区进出门门禁，24小时安保，适合居住。
【户型介绍】 此房为华业玫瑰郡南向开间，进门左手边为厨房，右手边为卫生间，往前走为卧室，卧室朝南带阳台。
【装…",https://bj.zu.ke.com/zufang/BJ2216415411531431936.html
742,1483,整租,时尚街区西区 1室1厅 3600元,2019-03-20,BJ2216431857598472192,https://ke-image.ljcdn.com/ehr-personnel/201812211940208461VEUAEFD.jpg,,,,"[""https://ke-image.ljcdn.com/hdic-frame/b2eacacd-333b-450c-a2f7-e8ac59b35f5e.png.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/9f26acf9-39d2-46c8-9af3-bef1cb3ad75e.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/93e61f33-c4f0-4859-b95c-825c4b1e8f9f.jpg.780x439.jpg""]",3600,"[""近地铁"", ""集中供暖""]",1室1厅1卫,46,北,,,360,720,高楼层,10,暂无数据,民电,随时入住,一般下班后可看,有,民水,有,1,1,1,1,1,1,1,1,1,1,,,,https://bj.zu.ke.com/zufang/BJ2216431857598472192.html
743,1485,整租,金隅丽港城精装两居 拎包入住,2019-03-20,BJ2216546006739189760,https://ke-image.ljcdn.com/ehr-personnel/20180828193806151L1VMXN0Q.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/1f178948-1c0e-48fb-8735-c6e1ab898f0c.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/601b04a1-95ee-40b8-8303-8269456baed2.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/fdb8214e-a622-4515-8d25-6d096583f7b8.jpg.780x439.jpg""]",11000,"[""近地铁"", ""精装"", ""集中供暖""]",3室1厅1卫,106,西南,,,720,1080,中楼层,26,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,0,1,1,,,"【房源亮点】 房子是业主2015年装修的，室内保持的很好，业主已搬走随时能入住。
【户型介绍】 本房楼层高，朝西南向，业主已改成三居，比原始户型多了一个书房，主卧的门改到主卧窗户一侧，厨房和客厅带阳台。
【交通出行】 小区东门右侧约50米就是公交站，东门右…",https://bj.zu.ke.com/zufang/BJ2216546006739189760.html
744,1487,整租,慧忠里 1室1厅,2019-04-04,BJ2227148838513418240,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555174113913/e5f23aca40516614c412ce1a8de23363.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555174113939/5268d62bd30c1dda696e675ff918dbcc.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555174113939/bc4d550a4b681aed4d1180b8ae4cd760.jpg.780x439.jpg""]",5930,"[""公寓"", ""近地铁"", ""押一付一"", ""随时看房""]",1室1厅1卫,48,南,,,暂无数据,暂无数据,6,6,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,1,1,1,1,1,1,0,1,1,0,,,,https://bj.zu.ke.com/zufang/BJ2227148838513418240.html
745,1489,未知,大拐棒胡同 2室1厅 8600元,2019-03-20,BJ2216669158367051776,https://ke-image.ljcdn.com/ehr-personnel/20180823095705971NO1DT9J8.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/test-e016c3eb-d384-4c0e-b6d4-4508177dd165.png.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/test-39d860e8-46d4-46ca-9813-0d16b2330208.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/test-1c6f7ddc-167c-4ac0-99cc-dff2b3ce8b7f.png.780x439.jpg""]",8600,"[""近地铁"", ""集中供暖"", ""随时看房""]",2室1厅1卫,54,西,,,暂无数据,暂无数据,中楼层,6,暂无数据,民电,随时入住,需提前预约,无,民水,有,0,0,0,0,0,0,0,0,0,0,,,,https://bj.zu.ke.com/zufang/BJ2216669158367051776.html
746,1491,整租,兴海家园星苑 2室2厅 5100元,2019-03-21,BJ2217136099158409216,https://ke-image.ljcdn.com/ehr-personnel/20180822143658321MQNEOKYY.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/18eb1c85-62f8-4fc3-abed-a3f3b77ba12f.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/887315d2-ac61-43e6-afc2-a6db6c320c20.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/b50db8cc-e7c1-4a1e-9906-a2efa96a9d56.jpg.780x439.jpg""]",5100,"[""近地铁"", ""精装"", ""随时看房""]",2室2厅1卫,84,南 北,,,3年以上,3年以上,高楼层,6,暂无数据,民电,随时入住,需提前预约,无,民水,有,1,1,1,1,1,1,1,1,1,1,,,,https://bj.zu.ke.com/zufang/BJ2217136099158409216.html
747,1493,整租,华威西里 1室1厅,2019-04-04,BJ2227576713750257664,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555070621444/803415f2c2ac9721eb5b110cf989baa9.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555070621617/7627c24fe888d8862870757208f28f47.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555070621617/25078b12aa42912efee2a3bc0069aa14.jpg.780x439.jpg""]",5230,"[""公寓"", ""近地铁"", ""押一付一"", ""随时看房""]",1室1厅1卫,47,南,,,暂无数据,暂无数据,4,6,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,1,1,1,1,1,1,0,1,1,0,,,整租一居室，格局正轨，居住于此，美好的生活就从此刻开始，阳光下品味一本好书，大彩电前享受一场视觉盛宴，餐桌上品尝食物的美味。无论是优雅精致的你，还是热恋中幸福的你们，都适合居住于此。还等什么，快来约看吧！！,https://bj.zu.ke.com/zufang/BJ2227576713750257664.html
748,1495,整租,新华联家园北区 2室2厅 5800元,2019-03-21,BJ2217153271930290176,https://ke-image.ljcdn.com/ehr-personnel/20180824172325763R7BDHDDI.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/3a4645c6-ff5f-4513-955e-1f7014992818.JPG.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/a30beb1c-5235-4b46-8402-45dc2216762e.JPG.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/9802deca-13a6-4ef8-92d6-42c48b24a107.JPG.780x439.jpg""]",5800,"[""近地铁"", ""精装"", ""集中供暖"", ""双卫生间"", ""随时看房""]",2室2厅2卫,102,南 北,,,720,1080,中楼层,7,暂无数据,民电,随时入住,需提前预约,无,民水,有,1,1,1,1,1,1,1,1,1,1,,,,https://bj.zu.ke.com/zufang/BJ2217153271930290176.html
749,1497,整租,芳城园一区 2室1厅 6500元,2019-03-21,BJ2217188513865007104,https://ke-image.ljcdn.com/ehr-personnel/20180824144922618HBUC7GKG.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/b078cf1b-df47-4519-94f4-d1c6e69b0c8e.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/84e6f217-8092-4855-a6ee-21833e6095a2.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/8f6ae61e-a27d-4782-ac18-2850d43ecd23.jpg.780x439.jpg""]",6500,"[""近地铁"", ""集中供暖""]",2室1厅1卫,62,西南,,,暂无数据,暂无数据,低楼层,26,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,,,,https://bj.zu.ke.com/zufang/BJ2217188513865007104.html
750,1499,整租,东恒时代 西南大两居 家具家电齐全,2019-03-21,BJ2217235610455261184,https://ke-image.ljcdn.com/ehr-personnel/20180822124027411YZEMDAS0.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/prod-a9de56d6-3db8-4c64-9f9c-37cbfed70752.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/prod-dd29871f-0f3e-48c1-b97d-2886f0d8e1b6.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/prod-a3c76632-c375-447d-aeed-f059ef338a4c.jpg.780x439.jpg""]",9500,"[""近地铁"", ""集中供暖"", ""随时看房""]",2室1厅1卫,103,西南,,,1年以内,1年以内,高楼层,27,暂无数据,民电,随时入住,暂无数据,有,民水,有,1,1,1,1,1,1,1,1,1,1,,,,https://bj.zu.ke.com/zufang/BJ2217235610455261184.html
751,1501,整租,建材城东一里 2室1厅,2019-04-07,BJ2229245899874779136,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555237038339/10b1f08b4094ee991af96e6fec1ca184.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555237038339/39b450bd1391184e18ec8c96337cbf7a.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555237038339/c78c63ee184bbf87d6cfaa94a7e242cb.jpg.780x439.jpg""]",6090,"[""公寓"", ""押一付一"", ""随时看房""]",2室1厅1卫,60,南,,,暂无数据,暂无数据,3,6,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,1,1,1,1,1,1,0,1,1,0,,,该房屋南北通透，主卧朝南带阳台，自如整租4.0装修，自如配置家具家电。小区人口密度小，楼间距大，环境绿化好，24小时安保。交通方便，门口公交线路众多，生活设施完善，距离新都广场很近，吃饭购物都很方便，希望能带给您自如生活。,https://bj.zu.ke.com/zufang/BJ2229245899874779136.html
752,1503,未知,干净舒适两居室，交通便利，小区安全安静,2019-03-21,BJ2217288105357221888,https://ke-image.ljcdn.com/ehr-personnel/20190221123301178TLB74PLJ.png,,,,"[""https://ke-image.ljcdn.com/110000-inspection/58f0d1bf-3665-42cb-b611-9b94f95a3616.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/7a05e142-9382-477f-ac01-e7f1b9098fcb.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/915ae0f0-8248-4d92-900e-236ce31d4a8e.jpg.780x439.jpg""]",5500,"[""近地铁"", ""集中供暖""]",2室1厅1卫,57,东 南,,,暂无数据,暂无数据,高楼层,6,暂无数据,民电,随时入住,暂无数据,无,民水,有,0,0,0,0,0,0,0,0,0,0,,,"【房源亮点】 此房主卧朝东带阳台，次卧朝阳，采光充足无遮挡。小区环境优美，人文素质高，配套设施齐全，交通便利。
【交通出行】 距离刘家窑地铁站1公里（数据来自百度地图），距离蒲黄榆地铁站892米（数据来自百度地图），距离景泰地铁站927米（数据来自百度地图）。",https://bj.zu.ke.com/zufang/BJ2217288105357221888.html
